#,Type,Name,Subtitle,Tier,Genre,Base,Flavor Text,Mecha Slot Passive,Size,Charges,Passive,Active,Ultimate
622,Melee Weapon,Textbook,,2,Slice of Life,Str/Know,Maybe a little thump on the head will help the information percolate directly into your brain,,,,Booksmart - Magic and Survival checks gain TR1. Gain expertise in a Skill.,"Concussive Education - Bonus Action, 2PP - You can increase your or an ally in melee range's Know by your Level for the round",Startling Drop - Action - Enemies in Melee Radius 4 are Slowed and cannot use Reactions until the end of your next turn
623,Melee Weapon,Bloody Axe,,1,Horror,Inst/Str,"In every forest shed, in every 'in case of fire' case, and in every garage, there's the potential for terror to be born",,,,"Classic Horror - When fighting Romance or Slice of Life enemies, gain TR 1","Hack - Action, 1PP - Attack, inflict Wound 2 and add 2d6","No Escape - Action - Ranged 8 Attack, inflict Snared and add 5d6"
624,Melee Weapon,Headsman's Axe,,2,Thriller,Inst/Str,To the chopping block with ye!,,,6,"Gristly Business - When you kill a target, inflict Fear on all targets within Melee Radius 2","Decapitate - Action, 2PP - Attack, add 4d6. If the target has Str/Agi HP or fewer remaining, they die and this item gains a charge.","Headhunter - Action - Attack, add 10d6. You can choose to consume a charge, and this item is not depleted"
625,Melee Weapon,Pneumatic Boxing Gear,,1,Sports,Str/Agi,"In the world of anything-goes boxing, you gotta learn the ins and outs of the gear you have",,,,Face Guard - Gain DR 1 from the first attack to hit you each round.,"Counter Attack - Reaction, 1PP - When hit with a melee attack, you may attack the attacker with TI1","Not Dead Yet - Action - Attack, add End d6"
626,Melee Weapon,Fish!,,2,Comedy,Str/Agi,"It might just be a reskinned stock weapon, but at the same time it's a fish. That's pretty great, right? Oh also, you might want to replace that every now and then, it starts to stink.",,,,Humiliation! - Enemies hit by the fish have their Threshold permanently reduced by 1. This does not stack,"Fish Slap - Action, 2PP - Attack, add 4d6","FISH SMACK! - Action - Attack, add 10d6"
631,Melee Weapon,Progressive Knife,,2,Mecha,Inst/Str,"Usally made to be handled by mecha, this sharp knife had been scaled-down for human hands",,,,Balanced Cutter - TR 1 and +1d6 against Mecha and Art Enemies,"Slash - Action, 2PP - Attack, add 4d6","Knife Thrower - Action - Ranged Inst/Str, add 10d6"
632,Range 5 Weapon,Smart Gun,,4,Mecha,Inst/Know,"The Smart Gun automatically scans for heat signatures and establishes target locks, sending the data to the loaded Smart Bullets, the individualized micro-propulsion rounds maneuvering onto target however they can.",,,,"Smart Bullets - You can choose to reduce the weapon's damage to 1 for an attack. If you do, gain TR 5. When measuring range, you don't have to measure in a straight line, IE shooting around a wall or through a door.","Manual Aim - Free Action, 4PP - For your next attack, increase this weapon's damage by 2","Swarm Procedure - Free Action - This weapon's Range becomes 10 for the duration of the ultimate. Whenever this weapon's damage would increase, instead increase the number of attacks made by the same amount while using Smart Bullets. When activated, this ultimate lasts until the end of your next turn, where it is then depleted. "
633,Range 5 Weapon,Cursed Cards,,4,Horror,Agi/Imag,"""Spades. Clubs. Diamonds. Hearts. 4 suits have seen it all. The Good, the Bad, the Happy, the Sad... Are you ready for another round? I've made sure to reserve a special place for you in the deepest pits of Hell.""",,,,"Dandyman - While you have these cards, you do not age. Whenever you'd need to use Str, you can use Agi instead.","Shield of Suits - Bonus Action, 4PP - Until the end of your next turn, increase your Threshold by 4","Card Doppel - Reaction - until the start of your next turn, you ignore any damage that would kill you. You can instead use this as an Action that doesn't discharge the item"
634,Melee Weapon,Gravekeeper's Shovel,,2,Horror,Inst/Str,He who hath lost faith shall be the one to dig himself ever deeper,,,,Gentle Repose - Burying a body takes a minute. Burying a body restores a PP. Burying 10 or more at once gives you the benefit of a Rest,"Minor Key - Action, 2PP - You become Blinded. Attack, add 8d6",King of Worms - Reaction - When you're attacked: set your target's health equal to yours and inflict Backfire
635,Melee Weapon,Harisen,Paper Fan of Slapping,3,Comedy,Str/Agi,"Statistically speaking, most funny acts you come across can be corrected with a whap from this oversized paper fan.",,,,"Stop That! - As a reaction, if a target in range of this weapon uses a power, tells a pun, or pulls some other wacky anime BS, you may attack them.","Harisen Recovery - Bonus Action, 3PP - Characters of your choice within Radius 5 regain 5 HP",Flurry of Blows- Action - Make 5 attacks
636,Melee Weapon,Oversized Mallet,,2,Comedy,Str/Agi,"Paradoxically, it will fit in even the smallest of pockets",,,,BFM - Attacks also target characters of your choice within Melee Radius 1 of your target,"Overhead Pummel - Action, 2PP - Attack, inflict Stunned",The Biggest Mallet - Free Action - Your next attack becomes Melee 5 and the radius of BFM becomes Melee Radius 4
641,Melee Weapon,Leek,,2,Comedy,Inst/Str,"The leek is a vegetable, a cultivar of Allium ampeloprasum, the broadleaf wild leek. The edible part of the plant is a bundle of leaf sheaths that is sometimes erroneously called a stem or stalk. The genus Allium also contains the onion, garlic, shallot, scallion, chive, and Chinese onion.",,,,"Ievan Polkka - Gain TR 1 on any musical performance-related check. When rolling to perform, you may reroll a number of dice up to your Imag, using the new rolls","Leekspin - Action, 2PP - Melee Radius 2. If the attack misses, the target is Stunned for 2 rounds.","Snapped Stalk - Action - Melee, add 10d6, Stun for 2 rounds."
642,Melee Line 3 Weapon,Pilebunker,,3,Mecha,Inst/Str,"It's like loading a lance into a cannon, but it's retractable and reusable",,,,Bunker Buster - Attacks ignore up to 2 spaces of cover and deal 10 damage to objects and terrain,"Flashing Lance - Free Action, 3PP - After you make an attack, you can make another one. If this second attack destroys a piece of terrain, regain 3PP","Punch Through Piercer - Action, Line 6 Attack, TR 2, inflict Wound 5"
643,Accessory,EBA-01,,5,"Mecha
Subversion",DDR 5,Congratulations! W̸̧̲̹̖͍̣̼̾͑̀̆́̑̈́̒̿͘̕H̷̖̭̥͙̭́͒́A̴͙̳̻̾̍͒͒̈́̋̈͑̏͗̚Ţ̷͚͔̭̥̼͈̄ ̷̡̥̰͈͍̖͈͌̃͒̇͂̑͐̕͜H̶̡͍̼͖̥̜̭̘̫̹̦̽͋̅͛̅̌̔̑Ą̷̪̗͍̮̹̀̆̾̕V̴͍̓͊̽͗͐̄̔̕͝Ẹ̵̯̩̙̯̣̯̖̀̾̒͗̉̈́͆̑͠ ̵̨̦̮̺͚̗͍͉̪̎̈́̅̀̈́̈́̅̌͐̚͠ͅY̵͔̲̿͌̔̀͜Ȏ̷̲̤̥͖̳͍Ư̶̡̢͙̘̫̙͓̹͍͍̏́̓̋̌͋̃̿ ̴̧̡̛̮̣͎̣͖̫̞̪̘̒̓̒͋̄̓̂͗̐́̀D̸͉͈͇̭̗̘̄̎̚͘Ơ̵̧̞̻̝̠͍̆̓̐̓͂N̵̯͓̣̤̄̿̈́͗̚͘͜E̵͕͍͕͚̭͆̍͆̃̾̍̕͠?̷̮͓̲̟̹͛͒,"S2 Engine - Your genre slot holds an Accessory or any Art or Subversion item. The item's PP cost is reduced by 1, and whenever you use the item's active, you can choose to gain Malfunctioning, Eldritch, and Fury OR use this item's active for free as instead of the item's active",4,,"Beserk Strength - While you have Malfunctioning: Your Attacks gain TR 2 and +2d6 for every Debuff you have. 
When you defeat an enemy, regain HP equal to its Tier","Mass Hysteria - Free Action, 5PP - Melee Radius 5 inflict Madness and Malfunctioning","Human Instrumentality - Free Action - This Ultimate automatically activates if you die, and can only be used if you have an item equipped via S2 Engine or a Mecha Boss is defeated.  All characters with souls in the show world dissolve into orange sludge, and their souls merge into one being with the power to destroy the entirety of Anime"
644,Armor,"Aileron Engineering ""86"" Model D",,4,Mecha,"Threshold 4
Speed +3","Initially designed for urban target interception, it quickly found a scene in underground races who found the air drifting capabilities suitable to mountainous tracks.",Lightweight Mountings - Your genre slot holds either a weapon or an accessory with its Tier reduced by 2,1,,"Air-Drift Stabilizers - This item gains a feature called Momentum. Instead of moving spaces when you move through the Move Action or any other power, you distribute points of your Move Speed to the 6 sides of your character. At the start of your Move Action, you move a number of spaces each direction equal to the Momentum on that side of the hex, until all Momentum is spent. You may spend points of Momentum in any order you want. This move can still be broken up like a normal Move Action. During your Move Action, you can choose to cancel out all points of Momentum instead of adding your Move Speed to Momentum.
You gain a Fly Speed equal to your Move Speed","Quick-Stop Dodge - Reaction, 4PP - When you are targeted by an effect, you may instantly cancel out all points of Momentum and make a Move Action. If you are still in range of the triggering effect, gain DR Agi","Unplugged Air Brake - Bonus Action - This item Discharges, but Momentum continues to function while discharged. For the next minute, this item's Threshold changes to 3, and before your Move Action, you may redistribute any Momentum you have amassed to different sides of your character. Instead of cancelling out all points of Momentum, you may choose to reduce your Momentum on any side of your character by any amount instead of adding to Momentum on your Move Action"
645,Armor,Totally Normal School Uniform,,3,Mecha,"Threshold 3
Speed +2",More than meets the eye,"Academic Hardpoints - Your genre slot holds an accessory which stat bonus gets a +1, and PP Cost is reduced by 1",1,,"Lightweight Force Shifters - Whenever your threshold is increased for a duration, treat it as a TR X effect for your attacks, where X is the increase in threshold","Initiative - Reaction, 3PP - Move your initiative card on top of the stack, or under the current card if it's the middle of a turn","Extra Boost - Free Action - Increase your move speed by 10 until the end of your next turn, when this item discharges"
646,Accessory,Nightmare Frame,,2,Mecha,Know +1,A mass produced and versatile mecha frame,Versatile - Your genre slot holds either a weapon or an accessory with its PP cost reduced by 1,3,,"Charge - If you move 2 spaces before making a melee attack, gain TR1.","Slash Harkens - Action, 2PP - Melee 8 Attack. Move 4 spaces.",Eject - Reaction - Move 3 spaces without provoking reactions. Fully Heal
651,Accessory,Flesh Golem,,2,Horror,Str +1,"It could be that there's a person inside a golem made of flesh, or maybe the person just has a lot of external muscles?",Strapping Muscles - Your genre slot holds a weapon. You can use Str to make attacks with it,1,,Tendonous Growths - Increase the range of your Melee Weapons by 1,"Heavy Slam - Bonus Action, 2PP - Your next Melee attack gains Ranged Radius 1","Protective Muscle - Reaction - When you're hit by an attack, reduce the damage dealt to 0"
652,Accessory,TORTISE Platform,,3,Mecha,"Inst +2
Speed -2","As the old addage goes, ""Slow and steady wins the race"". Let your enemies come to you, and then cut them down.",Reactive Hardpoints - Your genre slot holds a weapon. Its range becomes Melee 3,2,,Overwatch - You may make an Opportunity Attack when a target moves into your melee range or when a target starts a move while inside of your melee range. You may spend 1PP to make an Oppurtinity attack as a free action instead of a reaction.,"Hyperdense Armor - Bonus Action, 3PP - You are Slowed until the end of your next turn. While Slowed, you have Resistance to all damage originating beyond 3 spaces away","INSTINCT State - Bonus Action - Until the start of your next turn, increase the range of your Overwatch weapon by 3 and you may make a reaction every turn in combat. At the start of your next turn, this item discharges."
653,Melee 2 Weapon,Power Loader,,1,Mecha,Str/Know,"This power loader was originally designed for industrial uses, but all of the hazard symbols means it can be pretty deadly too",Industrial Frame - Your genre slot holds an Armor. Its Threshold is increased by 1,2,3,"Upscaled Hydraulics - You may spend a charge whenever you roll Str, increasing your Str by 2. While this item has fewer than 3 charges, you are Slowed","Redundant Parts - Bonus Action, 1PP - Regain a charge.",Jaws of Death - Free Action - Increase your Str by 5 for a roll
654,Armor,Roland-Pattern Wanderer,,2,Mecha,"Threshold 2
Speed +2",The Wanderer was built to withstand the harsh desert sands and carry a big gun,Big Iron - Your genre slot holds a Ranged Weapon. It's Range is increased by 1 and can be used for Oppurtunity Attacks,2,6,"Roland Chamber - Every time you attack a target within Range 8, consume a charge. When the number of charges reaches 0, your next Ranged attack gains TR 2 and 4d6, and all charges are refilled","Gunslinger - Action, 2PP - Line 6 Attack, consume a charge",Fan the Hammer - Free Action - Your next attack hits 3 targets in within range
655,Armor,Striker Chevalier,,3,Mecha,"Threshold 3
Magic +6","This mech synergizes and amplifies the magic circuits of its user, and can offer limited insight into its unique blend of hardware",Vogelblade - Your genre slot holds a Melee Weapon with its Range increased by 2,3,,Jumpjets - You have a fly speed equal to your Speed. You can move up to your speed as a Bonus Action,"Wave Chant - Bonus Action, 3PP - Your next attack gains 6d6 and one of the following effects:
Astrius Becade - Line 6, TI 1
Toufekia Omnipotens - Range 15, TR1, When measuring range, you don't have to measure in a straight line, IE shooting around a wall or through a door.","Christos Chronos - Action - Gain Backfire, Melee Radius 4 Attack, add 15d6"
656,Range 8 Weapon,Gigas X Machina,,2,Mecha,Inst/Str,This big mech is purpose-built to solve most narrative inconsistencies,Matoi - Your genre slot holds an Accessory which gains Moxie +4,3,,"Flaming Regeneration - At the start of your turn, if you didn't take any damage since the end of your last turn, heal End HP and generate 1PP","Bulk Up - Bonus Action, 3PP - Increase your Size by 1 and gain Unstoppable until the end of your next turn",Matoi Rally - You and all Allies gain Fury and Competitive until the end of your Next Turn
661,Accessory,"""Fencer"" Exo-Armor",,1,Mecha,DR 1,This heavy suit of mechanized armor was developed by the Earth Protection Force to be the equivalent of walking tanks,Heavy Frame - Your genre slot holds an Armor or Weapon. Its tier is reduced by 1,1,,"Composite Plating - At the start of your turn: if you are not Slowed, you can choose to be Slowed. While Slowed, increase the DR of this item to DR 3","Assisted Dash - Bonus Action, 1PP - Move 4 Spaces","Planted Brace - Reaction - When you take damage: Halve the damage dealth, rounding up"
662,Range ?? Weapon,GODHEAD,The Paracausal Singularity,4,Art,All,"Technnically, this mech doesn't exist. Funny, isn't it? It can never shoot, because it doesn't exist, but at the same time it causes enemies to get shot! It causes without cause, which is paracausality 101. It feels like something you'd find files for on the dark net or in some sketchy alleyway, or something you'd unwittingly sign some part of yourself away for.","//GUN:GUN - This weapon can only be wielded in your Genre Slot. When you first get it:
Roll 2d6 and add them, this becomes your range. Damage is equal to half of the distance between you and your target, rounding up",2,,"EXTRUDE GUN - Every Rest, reroll the values for GUN:GUN. This weapon can be used with any ability, and for the purposes of powers counts as a Melee or a Ranged weapon. At the end of your turn, inflict 1 damage to a target you can see which cannot be reduced or ignored in any way. This weapon ignores cover.","PROVOKE THE GODHEAD - Free Action, 4PP - Reroll the values for GUN:GUN",UNSHACKLE THE GODHEAD - Action - Ranged Line-of-Sight Attack
663,Melee Weapon,Goren,,2,Mecha,Inst/Str,This tiny mech houses infinite potential. Literally.,Mecha Synergy - Your Genre Slot can hold any Mecha item or any Mech. Mechs equipped this way have their tier reduced by 2,1,10,"Spiral Power - This Mech contains 10 charges. Instead of using PP, you may spend an equivalent amount of charges. Every time you defeat an enemy, gain charges equal to the enemy's Tier. Charges can go above 10","Heaven Piercer - Action, 2PP - Line X attack, where X is equal to twice this weapon's range, and then you may move to a target you hit with this attack. Gain Unstoppable until the end of your next turn","Ramp up - Reaction - When you deliver the final blow against an enemy with boss resists and of equal or larger size, you may permanently increase the Size, Range, and Damage of Goren by 1. Append a cool tidbit to the name of this item, like ""Gorren Loggen"" or ""Arc Gorren Loggen"""
664,Melee 4 Weapon,Megas XLM,,3,Mecha,Know/Agi,You dig giant mecha! I dig giant mecha! We dig giant mecha! Chicks dig giant mecha!,Tool Box - Your genre slot can hold an accessory with its tier and PP Cost reduced by 1. You can change your Genre Slot item 1/round as a Free Action,4,,Ever-Convienient Tools - You are Experienced in all Skills,"Rocket Punch - Action, 3PP - Melee 12 Ranged Radius 2 Attack, add 3d6 and TR 1",Impossible Arsenal - Action - Make a Line 8 Attack. Make a Cone 4 Attack. Make a Range 12 Ranged Radius 2 Attack
665,Armor,"EX-07 ""Falcon"" Wingsuit",,2,Mecha,"Threshold 2
Speed +2",Strapping high-power thrusters and alloy wings onto your back definitely isn't an accident waiting to happen,Quick-Detatch Rails - Your genre slot can hold an accessory with its tier reduced by 2,1,,Icarus - You have a fly speed equal to your Speed,"Wing Shielding - Reaction, 2PP - When attacked: Gain DR 2 until the start of your next turn. You don't gain this effect while flying.","Pyrrhic Flight - Action - You launch the wingsuit at your foes. As part of this action, make an attack with one of your weapons with Range 10 Ranged Radius 4, inflicting Stunned"
666,Accessory,BD-7274,,3,Mecha,X +2,"This highly-adaptable mech has an onboard AI that must follow three protocols: 
Link to the Pilot, Uphold the Mission, and Protect the Pilot ",Vanguard Class - Your genre slot can hold any item,2,,"Protocol 1 - This mech can be wielded in any slot, and grants +2 to an ability of your choice","Protocol 2 - Free Action, 3PP - add 6d6 to your next roll","Protocol 3 - Reaction - When attacked: Reduce the damage dealt to 0. Move 6 spaces without provoking reactions. This happens automatically if an attack would kill you, even if you've used your Reaction"
